dataset,series_id,spectral_entropy,cv,seasonal_autocorr,trend_strength,history_length
m4,D1045,0.318894,0.328444,0.985014,0.095448,3319
m4,D1046,0.257758,0.287863,0.979748,0.040295,3319
m4,D1047,0.308764,0.324569,0.978681,0.008883,3319
m4,D1048,0.257524,0.281542,0.975295,0.28536,3319
m4,D1049,0.24346,0.273966,0.977877,0.004535,3319
m4,D105,0.175815,0.238993,0.994184,0.895174,1006
m4,D1050,0.239878,0.269098,0.978423,0.029888,3319
m4,D1051,0.244248,0.274343,0.973883,0.013898,3319
m4,D1052,0.026935,0.076107,0.964735,0.698152,921
m4,D1053,0.370892,0.386656,0.998169,0.972954,3949
m4,D1054,0.028593,0.081712,0.908705,0.26802,921
m4,D1055,0.095895,0.166951,0.988839,0.89057,921
m4,D1056,0.037853,0.0953,0.964467,0.380852,921
m4,D1057,0.058891,0.123276,0.980768,0.760968,921
m4,D1058,0.037636,0.095198,0.971651,0.738824,921
m4,D1059,0.013437,0.050994,0.918894,0.352832,921
m4,D106,0.062814,0.130895,0.965684,0.644751,1006
m4,D1060,0.068268,0.136218,0.983002,0.83937,921
m4,D1061,0.040273,0.099199,0.969175,0.58338,921
m4,D1062,0.025922,0.074447,0.962466,0.692797,921
m4,D1063,0.057996,0.122608,0.983345,0.860324,921
m4,D1064,0.059033,0.123363,0.985788,0.778657,921
m4,D1065,0.409848,0.409616,0.997308,0.854572,3951
m4,D1066,0.012859,0.049716,0.91316,0.333201,921
m4,D1067,0.040088,0.098795,0.977234,0.612512,921
m4,D1068,0.193137,0.25263,0.995869,0.923011,3949
m4,D1069,0.212722,0.26737,0.994016,0.72515,3951
m4,D107,0.078656,0.15026,0.973686,0.726874,1006
m4,D1070,0.513757,0.47833,0.998297,0.9409,3951
m4,D1071,0.424563,0.427625,0.997952,0.921008,3951
m4,D1072,0.406542,0.41055,0.98876,0.068276,3951
m4,D1073,0.303081,0.336353,0.996786,0.932492,3951
m4,D1074,0.219436,0.279144,0.990015,0.052272,3951
m4,D1075,0.158944,0.225305,0.993527,0.74573,3951
m4,D1076,0.362345,0.37833,0.988201,0.148023,3951
m4,D1077,0.195043,0.255192,0.995585,0.843193,3951
m4,D1078,0.338782,0.3699,0.989608,0.27023,3066
m4,D1079,0.252085,0.298633,0.986519,0.366955,3064
m4,D108,0.035684,0.09321,0.9694,0.502927,921
m4,D1080,0.130611,0.19569,0.972755,0.126574,3066
m4,D1081,0.396751,0.417861,0.991328,0.259773,3066
m4,D1082,0.164696,0.233153,0.9801,0.34239,3066
m4,D1083,0.458175,0.473855,0.993491,0.642818,3064
m4,D1084,0.550881,0.544369,0.994134,0.558494,3066
m4,D1085,0.286716,0.351589,0.989901,0.637245,3066
m4,D1086,0.216096,0.281785,0.988497,0.426966,3066
m4,D1087,0.20272,0.267591,0.987144,0.235266,3066
m4,D1088,0.364336,0.409003,0.992332,0.507159,3066
m4,D1089,0.247921,0.311339,0.989969,0.39487,3066
m4,D109,0.030341,0.084963,0.963011,0.425067,921
m4,D1090,0.235921,0.30752,0.990968,0.337228,3066
m4,D1091,0.390564,0.435766,0.994088,0.621836,3066
m4,D1092,0.17008,0.237238,0.984567,0.250662,3066
m4,D1093,0.436039,0.482886,0.995545,0.656515,3066
m4,D1094,0.287539,0.355503,0.992867,0.472728,3066
m4,D1095,0.298682,0.335753,0.995145,0.791546,4195
m4,D1096,0.200312,0.259616,0.988444,0.126092,4197
m4,D1097,0.32507,0.359775,0.991201,0.023648,4197
m4,D1098,0.269127,0.315361,0.994206,0.76079,4197
m4,D1099,0.231378,0.285147,0.98872,0.100858,4197
m4,D11,0.201182,0.260453,0.99,0.889584,1006
m4,D110,0.037639,0.09609,0.971237,0.525715,921
m4,D1100,0.176218,0.238941,0.990736,0.171828,4197
m4,D1101,0.310415,0.350909,0.990056,0.12919,4197
m4,D1102,0.142055,0.206457,0.986328,0.39997,4197
m4,D1103,0.421615,0.395624,0.982483,0.00606,4197
m4,D1104,0.199606,0.260835,0.992122,0.543304,4197
m4,D1105,0.272421,0.321759,0.992449,0.421254,4197
m4,D1106,0.286898,0.340587,0.995585,0.577105,4197
m4,D1107,0.250275,0.310651,0.993601,0.002783,4197
m4,D1108,0.334076,0.367552,0.994417,0.552715,4197
m4,D1109,0.242069,0.307209,0.994468,0.00054,4197
m4,D111,0.14272,0.224681,0.986804,0.336957,1006
m4,D1110,0.352638,0.375721,0.996509,0.778767,4197
m4,D1111,0.158481,0.221775,0.988861,0.478052,4195
m4,D1112,0.213025,0.281183,0.994033,0.414256,4197
m4,D1113,0.276324,0.329913,0.992665,0.087312,4197
m4,D1114,0.293846,0.337705,0.993444,0.481111,4197
m4,D1115,0.209639,0.268915,0.987241,0.021045,4197
m4,D1116,0.178074,0.239394,0.988688,0.174112,4197
m4,D1117,0.405079,0.411972,0.997084,0.801904,4197
m4,D1118,0.216059,0.273061,0.993357,0.634928,4197
m4,D1119,0.174521,0.23918,0.991667,0.280087,4197
m4,D112,0.179172,0.255054,0.989866,0.414643,1006
m4,D1120,0.256828,0.317627,0.995786,0.469962,4197
m4,D1121,0.158301,0.226516,0.990926,0.23632,4197
m4,D1122,0.312324,0.357421,0.993183,0.684311,4197
m4,D1123,0.267774,0.322619,0.99312,0.03745,4197
m4,D1124,0.258372,0.313017,0.992111,0.560971,4197
m4,D1125,0.22118,0.2881,0.994863,0.375137,4197
m4,D1126,0.163262,0.230549,0.991008,0.000153,4197
m4,D1127,0.252142,0.300137,0.990848,0.256446,4197
m4,D1128,0.335539,0.365521,0.993157,0.067777,4195
m4,D1129,0.210604,0.272958,0.991574,0.08402,4197
m4,D113,0.169403,0.247198,0.989202,0.397078,1006
m4,D1130,0.228846,0.289118,0.992254,0.160165,4197
m4,D1131,0.417811,0.429271,0.993979,0.0566,4197
m4,D1132,0.363617,0.3878,0.992843,0.020081,4197
m4,D1133,0.283114,0.318992,0.983609,0.205182,4197
m4,D1134,0.361472,0.395849,0.993917,0.023573,4197
m4,D1135,0.222226,0.281336,0.987024,0.131593,4197
m4,D1136,0.227547,0.293159,0.990743,0.000612,4197
m4,D1137,0.220233,0.283407,0.9919,0.045705,4197
m4,D1138,0.241788,0.301259,0.992527,0.176535,4197
m4,D1139,0.360153,0.387107,0.99296,0.089293,4197
m4,D114,0.420877,0.45366,0.980908,0.466198,1006
m4,D1140,0.294798,0.352868,0.99512,0.177085,4197
m4,D1141,0.257826,0.304752,0.991765,0.278689,4197
m4,D1142,0.236945,0.300757,0.992412,0.06521,4197
m4,D1143,0.383736,0.389721,0.989106,0.360993,4197
m4,D1144,0.335986,0.361998,0.988885,0.40966,4197
m4,D1145,0.416458,0.428344,0.99402,0.045964,4197
m4,D1146,0.387913,0.394161,0.988777,0.000884,4195
m4,D1147,0.288868,0.323408,0.99272,0.432502,4197
m4,D1148,0.240172,0.299402,0.992943,0.001842,4197
m4,D1149,0.254109,0.316004,0.993443,0.084761,4197
m4,D115,0.407611,0.428987,0.978277,0.385831,1006
m4,D1150,0.214475,0.276449,0.991936,0.102215,4197
m4,D1151,0.265312,0.302105,0.987357,0.148474,4197
m4,D1152,0.22833,0.293532,0.990934,0.000196,4197
m4,D1153,0.223252,0.285758,0.988797,0.224645,4197
m4,D1154,0.232099,0.303061,0.993724,0.006969,4197
m4,D1155,0.290431,0.349686,0.995133,0.159504,4197
m4,D1156,0.464518,0.439035,0.989034,0.227566,3194
m4,D1157,0.395261,0.391452,0.988204,0.30897,3194
m4,D1158,0.573836,0.528934,0.991768,0.390323,3194
m4,D1159,0.42626,0.402077,0.989952,0.008912,4196
m4,D116,0.401668,0.436606,0.980212,0.42944,1006
m4,D1160,0.372888,0.373396,0.987263,0.26153,3194
m4,D1161,0.487613,0.458024,0.989735,0.270223,3194
m4,D1162,0.425496,0.403181,0.987984,3e-06,4196
m4,D1163,0.275182,0.307773,0.985461,0.201797,3194
m4,D1164,0.232971,0.273785,0.976994,0.101016,3194
m4,D1165,0.303772,0.338071,0.986513,0.372967,3194
m4,D1166,0.245375,0.285075,0.982263,0.140433,3194
m4,D1167,0.483252,0.439073,0.990227,0.005632,4197
m4,D1168,0.29403,0.324324,0.986996,0.256853,3194
m4,D1169,0.301227,0.331414,0.988268,0.204348,3194
m4,D117,0.070126,0.147594,0.973237,0.096633,1006
m4,D1170,0.32024,0.348288,0.989185,0.262929,3194
m4,D1171,0.399402,0.415669,0.991886,0.427075,3194
m4,D1172,0.478785,0.458672,0.990845,0.438721,3194
m4,D1173,0.47921,0.435522,0.990079,0.0,4197
m4,D1174,0.325449,0.362072,0.99088,0.291422,3194
m4,D1175,0.516527,0.467505,0.991251,0.079632,4197
m4,D1176,0.427273,0.452878,0.99366,0.48844,3194
m4,D1177,0.302995,0.321703,0.981169,0.015647,4197
m4,D1178,0.291184,0.309874,0.987326,0.001033,4197
m4,D1179,0.444371,0.424017,0.990826,0.041356,4196
m4,D118,0.433097,0.40816,0.95495,0.255064,1006
m4,D1180,0.298701,0.313606,0.986588,0.051369,4197
m4,D1181,0.319214,0.336091,0.988965,0.11715,4197
m4,D1182,0.291972,0.313904,0.984632,0.350227,4197
m4,D1183,0.330304,0.349272,0.990489,0.147506,4197
m4,D1184,0.300748,0.31969,0.988924,0.008413,4197
m4,D1185,0.313114,0.338214,0.990939,0.0497,4197
m4,D1186,0.356098,0.377237,0.992497,0.227499,4197
m4,D1187,0.034423,0.092434,0.952804,0.602349,688
m4,D1188,0.022079,0.071286,0.922599,0.343499,688
m4,D1189,0.384167,0.407248,0.997086,0.811468,4197
m4,D119,0.433036,0.408124,0.954946,0.255051,1006
m4,D1190,0.297592,0.336196,0.993819,0.460784,4197
m4,D1191,0.250266,0.303583,0.996899,0.767497,4197
m4,D1192,0.146506,0.219127,0.991479,0.022928,4197
m4,D1193,0.172271,0.238086,0.993629,0.54323,4197
m4,D1194,0.203066,0.264899,0.993405,0.535874,4197
m4,D1195,0.547687,0.512974,0.987025,0.111535,4197
m4,D1196,0.556926,0.501288,0.985012,0.187983,4197
m4,D1197,0.653155,0.578755,0.997959,0.916755,4197
m4,D1198,0.569239,0.509803,0.985063,0.089308,4197
m4,D1199,0.482457,0.449594,0.985283,0.309438,4197
m4,D12,0.158983,0.231453,0.987744,0.464716,1006
m4,D120,0.11569,0.199008,0.981028,0.302112,1006
m4,D1200,0.584221,0.544099,0.988095,0.436727,4197
m4,D1201,0.576591,0.536949,0.996228,0.872363,4197
m4,D1202,0.566991,0.524365,0.997603,0.922554,4197
m4,D1203,0.453735,0.432267,0.995116,0.818374,4197
m4,D1204,0.448054,0.442112,0.996746,0.887357,4197
m4,D1205,0.610049,0.507517,0.98328,0.367552,4197
m4,D1206,0.637663,0.56864,0.997896,0.914867,4197
m4,D1207,0.555613,0.51548,0.988074,0.01576,4197
m4,D1208,0.536626,0.493827,0.997934,0.944095,4197
m4,D1209,0.368147,0.379213,0.997105,0.901099,4197
m4,D121,0.10285,0.18459,0.977637,0.219275,1006
m4,D1210,0.482006,0.455423,0.986604,0.133514,4197
m4,D1211,0.497281,0.467113,0.998049,0.939779,4197
m4,D1212,0.553467,0.50519,0.998019,0.945304,4197
m4,D1213,0.535985,0.501884,0.99738,0.89102,4197
m4,D1214,0.426356,0.417926,0.986334,0.25683,4197
m4,D1215,0.613496,0.540767,0.98544,0.005859,4197
m4,D1216,0.493375,0.460506,0.995872,0.844825,4197
m4,D1217,0.677306,0.599114,0.998193,0.918615,4197
m4,D1218,0.487343,0.478015,0.997118,0.820206,4197
m4,D1219,0.550375,0.50392,0.998453,0.954253,4197
m4,D122,0.112214,0.195219,0.98022,0.281877,1006
m4,D1220,0.603128,0.539283,0.987116,0.648614,4197
m4,D1221,0.692944,0.609426,0.998244,0.920511,4197
m4,D1222,0.574662,0.531402,0.997783,0.89559,4197
m4,D1223,0.596643,0.547164,0.997917,0.928745,4197
m4,D1224,0.597102,0.52948,0.985368,0.001532,4197
m4,D1225,0.612349,0.556842,0.988226,0.706818,4197
m4,D1226,0.49133,0.474324,0.997327,0.899606,4197
m4,D1227,0.474953,0.452851,0.986975,0.278916,4197
m4,D1228,0.532591,0.491984,0.998384,0.952379,4197
m4,D1229,0.584633,0.528345,0.998313,0.953425,4197
m4,D123,0.063866,0.128587,0.956909,0.003955,1006
m4,D1230,0.301472,0.343785,0.996048,0.795013,4197
m4,D1231,0.407819,0.422626,0.989585,0.163982,4197
m4,D1232,0.355624,0.391445,0.99075,0.428544,4197
m4,D1233,0.364112,0.396935,0.990584,0.407409,4197
m4,D1234,0.274758,0.319161,0.996485,0.822699,4197
m4,D1235,0.327816,0.35443,0.993881,0.627409,4197
m4,D1236,0.27108,0.329261,0.99501,0.369363,4197
m4,D1237,0.244176,0.291067,0.99066,0.2325,4197
m4,D1238,0.290334,0.33575,0.995862,0.778095,4197
m4,D1239,0.37431,0.400434,0.989824,0.000102,4197
m4,D124,0.066393,0.133826,0.96156,0.212253,1006
m4,D1240,0.250497,0.312746,0.990885,0.281886,4197
m4,D1241,0.295429,0.310697,0.986005,0.197019,4197
m4,D1242,0.336515,0.377029,0.990685,0.163082,4197
m4,D1243,0.218809,0.279815,0.990286,0.063555,4197
m4,D1244,0.328607,0.371759,0.990838,0.007177,4197
m4,D1245,0.256028,0.318159,0.992132,0.352447,4197
m4,D1246,0.134545,0.208826,0.993018,0.220663,4197
m4,D1247,0.356176,0.373584,0.994553,0.68739,4197
m4,D1248,0.152347,0.221407,0.99243,0.428871,4197
m4,D1249,0.256793,0.300101,0.987635,0.012332,4197
m4,D125,0.194242,0.277247,0.991539,0.853436,1006
m4,D1250,0.322964,0.359787,0.996411,0.817994,4197
m4,D1251,0.335063,0.368293,0.996568,0.831876,4197
m4,D1252,0.262168,0.312188,0.997069,0.787086,4197
m4,D1253,0.419121,0.430703,0.9974,0.839803,4197
m4,D1254,0.345986,0.366536,0.994337,0.666951,4197
m4,D1255,0.274874,0.329865,0.990434,0.003311,4197
m4,D1256,0.346993,0.344891,0.984592,0.302671,4197
m4,D1257,0.519944,0.520444,0.99393,0.096607,4197
m4,D1258,0.526635,0.521705,0.995407,0.359827,4197
m4,D1259,0.517567,0.478993,0.991792,0.221358,4197
m4,D126,0.066705,0.150604,0.982224,0.00034,1006
m4,D1260,0.542334,0.534967,0.994501,0.234366,4197
m4,D1261,0.503001,0.47178,0.991129,0.073615,4197
m4,D1262,0.538768,0.532708,0.994436,0.219498,4197
m4,D1263,0.478941,0.492322,0.994685,0.201701,4197
m4,D1264,0.368329,0.403922,0.994449,0.06656,4197
m4,D1265,0.521343,0.481229,0.991899,0.240215,4197
m4,D1266,0.408722,0.425909,0.995254,0.260037,4197
m4,D1267,0.533549,0.525775,0.995485,0.376841,4197
m4,D1268,0.414159,0.435577,0.993558,0.139851,4197
m4,D1269,0.431602,0.439567,0.994662,0.305099,4197
m4,D127,0.087172,0.1556,0.983865,0.604739,1006
m4,D1270,0.388903,0.414335,0.993722,0.11825,4197
m4,D1271,0.456216,0.463583,0.994494,0.317506,4197
m4,D1272,0.438504,0.443703,0.994779,0.326721,4197
m4,D1273,0.402512,0.422317,0.995156,0.238238,4197
m4,D1274,0.70148,0.66502,0.996216,0.874008,4195
m4,D1275,0.463545,0.454606,0.992091,0.801128,3698
m4,D1276,0.534839,0.541797,0.994663,0.81367,3698
m4,D1277,0.744769,0.67048,0.996638,0.925834,4197
m4,D1278,0.60368,0.564332,0.99444,0.86973,3698
m4,D1279,0.654557,0.614557,0.99562,0.882314,3698
m4,D128,0.169735,0.21617,0.852223,0.029071,741
m4,D1280,0.551633,0.555107,0.994854,0.82525,3698
m4,D1281,0.582927,0.548155,0.994182,0.863085,3698
m4,D1282,0.684553,0.651189,0.996105,0.867131,4195
m4,D1283,0.440699,0.464723,0.99319,0.724468,3698
m4,D1284,0.635362,0.600909,0.995484,0.875927,3698
m4,D1285,0.5253,0.521259,0.994455,0.823333,3698
m4,D1286,0.416304,0.426103,0.993677,0.862826,3698
m4,D1287,0.4847,0.490215,0.993809,0.799341,3698
m4,D1288,0.596034,0.576163,0.995136,0.860038,3698
m4,D1289,0.595376,0.568489,0.995515,0.908425,3698
m4,D129,0.181157,0.226339,0.790062,0.093768,741
m4,D1290,0.568994,0.540589,0.995678,0.914438,3698
m4,D1291,0.448242,0.458236,0.993776,0.858896,3698
m4,D1292,0.615446,0.590889,0.995307,0.867259,3698
m4,D1293,0.546365,0.523794,0.995467,0.909897,3698
m4,D1294,0.573676,0.552398,0.995326,0.903753,3698
m4,D1295,0.749848,0.667997,0.995821,0.901143,4197
m4,D1296,0.605385,0.554352,0.994457,0.862727,4197
m4,D1297,0.728775,0.651193,0.995665,0.898364,4197
m4,D1298,0.587212,0.571159,0.995286,0.809357,4195
m4,D1299,0.798218,0.721495,0.99665,0.901124,4197
m4,D13,0.204136,0.265175,0.989114,0.600853,1006
m4,D130,0.572552,0.52717,0.977907,0.450783,1211
m4,D1300,0.778747,0.706932,0.996565,0.898357,4197
m4,D1301,0.759749,0.691406,0.996421,0.892228,4197
m4,D1302,0.711473,0.640085,0.996806,0.932374,4197
m4,D1303,0.722685,0.653432,0.996523,0.92456,4197
m4,D1304,0.739784,0.675565,0.996313,0.888835,4197
m4,D1305,0.665493,0.621659,0.995937,0.869775,4197
m4,D1306,0.622231,0.582754,0.995486,0.853932,4197
m4,D1307,0.549905,0.518683,0.99564,0.906078,4197
m4,D1308,0.592436,0.553736,0.995616,0.902451,4197
m4,D1309,0.687953,0.62227,0.996679,0.931086,4197
m4,D131,0.380191,0.369551,0.974579,0.855128,1023
m4,D1310,0.380588,0.4154,0.989879,0.000454,4195
m4,D1311,0.383539,0.417919,0.989992,0.002834,4195
m4,D1312,0.391728,0.426923,0.990113,0.000103,4197
m4,D1313,0.364237,0.388906,0.987128,0.033989,4197
m4,D1314,0.348779,0.387395,0.989894,0.013845,4197
m4,D1315,0.38333,0.408007,0.988158,0.154646,4197
m4,D1316,0.363093,0.387395,0.98704,0.022105,4197
m4,D1317,0.389415,0.424718,0.990016,0.001681,4197
m4,D1318,0.343836,0.382901,0.989667,0.00687,4197
m4,D1319,0.271922,0.32553,0.9872,0.025591,4197
m4,D132,0.794829,0.679944,0.973847,0.917854,319
m4,D1320,0.299981,0.342281,0.98776,0.015033,4197
m4,D1321,0.264964,0.328646,0.988257,0.082474,4197
m4,D1322,0.321988,0.362138,0.988429,0.024426,4197
m4,D1323,0.271884,0.325489,0.987168,0.042198,4197
m4,D1324,0.360838,0.379742,0.9869,0.005676,4197
m4,D1325,0.306559,0.345221,0.9877,0.153231,4197
m4,D1326,0.287666,0.329813,0.987021,0.108337,4197
m4,D1327,0.361059,0.380706,0.986957,0.012802,4197
m4,D1328,0.370526,0.406389,0.989413,0.035955,4195
m4,D1329,0.287565,0.338732,0.987847,0.223512,4197
m4,D133,0.535917,0.526122,0.911796,0.813966,169
m4,D1330,0.298008,0.355627,0.989528,0.325687,4197
m4,D1331,0.374575,0.396717,0.987861,0.115754,4197
m4,D1332,0.341725,0.378762,0.989713,0.039709,4197
m4,D1333,0.267218,0.330566,0.988344,0.109298,4197
m4,D1334,0.335751,0.373679,0.98945,0.026932,4197
m4,D1335,0.289905,0.333317,0.987534,7.3e-05,4197
m4,D1336,0.307569,0.34886,0.987925,0.007306,4197
m4,D1337,0.287415,0.331027,0.987348,0.001362,4197
m4,D1338,0.262085,0.314418,0.986712,0.004489,4197
m4,D1339,0.260693,0.313548,0.986619,0.013355,4197
m4,D134,0.316538,0.406093,0.837341,0.044805,136
m4,D1340,0.269298,0.322462,0.98708,0.16981,4197
m4,D1341,0.279062,0.339118,0.988957,0.269004,4197
m4,D1342,0.255172,0.3164,0.987797,0.040112,4197
m4,D1343,0.255946,0.317579,0.987845,0.061381,4197
m4,D1344,0.390846,0.400002,0.99307,0.761695,3066
m4,D1345,0.382519,0.394359,0.992869,0.751196,3066
m4,D1346,0.04615,0.099057,0.880025,0.004328,1187
m4,D1347,0.060774,0.126292,0.941916,0.027518,1187
m4,D1348,0.04752,0.102945,0.888546,0.078805,1187
m4,D1349,0.046162,0.099326,0.88063,0.010086,1187
m4,D135,0.993275,0.699244,0.589957,0.631605,140
m4,D1350,0.066178,0.131709,0.947037,0.097082,1187
m4,D1351,0.038062,0.088819,0.897331,0.274861,1187
m4,D1352,0.036739,0.087021,0.892853,0.244994,1187
m4,D1353,0.444479,0.434538,0.992647,0.729497,3066
m4,D1354,0.031656,0.080179,0.85391,0.012948,1187
m4,D1355,0.034853,0.084733,0.869705,0.111549,1187
m4,D1356,0.067461,0.133046,0.948172,0.112911,1187
m4,D1357,0.035755,0.086028,0.873719,0.136661,1187
m4,D1358,0.040539,0.09143,0.902162,0.23557,1187
m4,D1359,0.031213,0.079406,0.870299,0.090965,1187
m4,D136,0.388369,0.398202,0.637853,0.367873,110
m4,D1360,0.03927,0.089799,0.89837,0.20756,1187
m4,D1361,0.034103,0.083047,0.880072,0.069789,1187
m4,D1362,0.062737,0.130977,0.943029,0.266971,1187
m4,D1363,0.055978,0.120127,0.932856,0.13762,1187
m4,D1364,0.510294,0.468397,0.995231,0.876035,3066
m4,D1365,0.445983,0.42818,0.994332,0.843716,3066
m4,D1366,0.398476,0.401177,0.991365,0.675979,3066
m4,D1367,0.389291,0.403287,0.993764,0.840804,3066
m4,D1368,0.392581,0.400928,0.99443,0.847737,3066
m4,D1369,0.450898,0.44474,0.994831,0.876492,3066
m4,D137,0.816076,0.655131,0.711803,0.590968,158
m4,D1370,0.457684,0.444835,0.995466,0.877883,3066
m4,D1371,0.415703,0.413524,0.995028,0.841932,3066
m4,D1372,0.44699,0.437693,0.99532,0.874045,3066
m4,D1373,0.440755,0.437978,0.994679,0.871842,3066
m4,D1374,0.426564,0.420908,0.995195,0.846669,3066
m4,D1375,0.360688,0.375533,0.993994,0.810031,3066
m4,D1376,0.536341,0.534079,0.994187,0.195214,4197
m4,D1377,0.517827,0.481047,0.991528,0.210849,4197
m4,D1378,0.51453,0.479013,0.991425,0.193441,4197
m4,D1379,0.522921,0.523559,0.99523,0.344481,4197
m4,D138,0.555925,0.504653,0.890177,0.537649,258
m4,D1380,0.539515,0.536226,0.99425,0.208936,4197
m4,D1381,0.520718,0.522997,0.993687,0.079273,4197
m4,D1382,0.504008,0.473919,0.990811,0.056065,4197
m4,D1383,0.454502,0.465488,0.994277,0.302841,4197
m4,D1384,0.516741,0.519749,0.995152,0.328155,4197
m4,D1385,0.448577,0.46152,0.994167,0.283774,4197
m4,D1386,0.474296,0.492273,0.994422,0.172894,4197
m4,D1387,0.429437,0.441391,0.994426,0.289057,4197
m4,D1388,0.423253,0.437557,0.994311,0.268605,4197
m4,D1389,0.411441,0.4356,0.993225,0.112678,4197
m4,D139,0.300637,0.325336,0.802633,0.70594,189
m4,D1390,0.401217,0.424372,0.994913,0.222934,4197
m4,D1391,0.385958,0.41488,0.993382,0.091119,4197
m4,D1392,0.395723,0.421076,0.994817,0.202757,4197
m4,D1393,0.367221,0.405435,0.994133,0.045535,4197
m4,D1394,0.395766,0.422905,0.99146,0.463528,3066
m4,D1395,0.378278,0.408174,0.99099,0.435305,3066
m4,D1396,0.196079,0.25412,0.986396,0.670379,1808
m4,D1397,0.319876,0.345793,0.991985,0.794933,1808
m4,D1398,0.426723,0.43898,0.996079,0.798929,1808
m4,D1399,0.311675,0.357784,0.994518,0.742187,1808
m4,D14,0.291581,0.321427,0.997796,0.859488,1006
m4,D140,0.887293,0.538162,0.083412,0.048978,130
m4,D1400,0.216383,0.269886,0.987776,0.704434,1808
m4,D1401,0.232595,0.285989,0.99387,0.724459,1808
m4,D1402,0.255538,0.309313,0.99343,0.761153,1808
m4,D1403,0.224713,0.283266,0.992859,0.714082,1808
m4,D1404,0.247271,0.300328,0.993565,0.740761,1808
m4,D1405,0.344903,0.367372,0.996058,0.796792,1808
m4,D1406,0.36001,0.381974,0.995723,0.805344,1808
m4,D1407,0.390933,0.407645,0.995864,0.830019,1808
m4,D1408,0.278501,0.326475,0.994022,0.781613,1808
m4,D1409,0.539999,0.518489,0.992553,0.628329,3066
m4,D141,0.013321,0.052297,0.925098,0.002404,802
m4,D1410,0.210373,0.269064,0.993139,0.694985,1808
m4,D1411,0.380633,0.402586,0.994617,0.827498,1808
m4,D1412,0.496109,0.482234,0.995927,0.851358,1808
m4,D1413,0.405514,0.409209,0.989384,0.5039,3066
m4,D1414,0.485159,0.497006,0.993249,0.579891,3066
m4,D1415,0.427638,0.427155,0.990063,0.530441,3066
m4,D1416,0.269354,0.340988,0.990269,0.290871,3066
m4,D1417,0.281727,0.354025,0.990815,0.330403,3066
m4,D1418,0.356055,0.385487,0.994222,0.816595,1808
m4,D1419,0.352798,0.421238,0.992888,0.501264,3066
m4,D142,0.018429,0.062838,0.946083,0.254365,701
m4,D1420,0.28389,0.342922,0.990914,0.476967,3066
m4,D1421,0.267795,0.328217,0.990236,0.458043,3066
m4,D1422,0.397807,0.443406,0.993864,0.643807,3066
m4,D1423,0.29853,0.366209,0.992517,0.582781,3066
m4,D1424,0.37868,0.423569,0.993409,0.644348,3066
m4,D1425,0.302007,0.359461,0.991569,0.511984,3066
m4,D1426,0.417593,0.472048,0.9949,0.711549,3066
m4,D1427,0.285248,0.343834,0.990936,0.496434,3066
m4,D1428,0.359438,0.376703,0.996474,0.84619,4195
m4,D1429,0.348463,0.368962,0.996328,0.837512,4195
m4,D143,0.016054,0.057415,0.936995,0.156009,802
m4,D1430,0.340475,0.366168,0.99446,0.632962,4197
m4,D1431,0.329717,0.358693,0.994238,0.618636,4197
m4,D1432,0.386219,0.39004,0.996744,0.915681,4197
m4,D1433,0.399152,0.398624,0.996873,0.918297,4197
m4,D1434,0.237572,0.293011,0.991371,0.412728,4197
m4,D1435,0.314223,0.343909,0.995654,0.835793,4197
m4,D1436,0.193126,0.249879,0.991854,0.69692,4197
m4,D1437,0.302026,0.33504,0.995433,0.828397,4197
m4,D1438,0.2629,0.304297,0.99473,0.865104,4197
m4,D1439,0.167464,0.23039,0.992279,0.674588,4197
m4,D144,0.019842,0.065581,0.922709,0.405196,674
m4,D1440,0.280633,0.318218,0.995994,0.813426,4197
m4,D1441,0.243043,0.296708,0.995785,0.708646,4197
m4,D1442,0.231377,0.28791,0.995526,0.694079,4197
m4,D1443,0.134491,0.208694,0.991339,0.449688,4197
m4,D1444,0.222171,0.274209,0.993115,0.619508,4197
m4,D1445,0.308018,0.339035,0.995554,0.793483,4197
m4,D1446,0.385858,0.396189,0.995297,0.692556,4197
m4,D1447,0.317901,0.346161,0.995731,0.804076,4197
m4,D1448,0.373779,0.387929,0.995104,0.680447,4197
m4,D1449,0.449833,0.434538,0.997389,0.928192,4197
m4,D145,0.101971,0.172136,0.990273,0.923268,1429
m4,D1450,0.253795,0.299335,0.994359,0.700047,4195
m4,D1451,0.270352,0.315531,0.992628,0.508006,4197
m4,D1452,0.435865,0.42542,0.997286,0.926373,4197
m4,D1453,0.363454,0.380299,0.996451,0.86227,4197
m4,D1454,0.306049,0.337493,0.995771,0.89167,4197
m4,D1455,0.231282,0.281621,0.993644,0.762636,4197
m4,D1456,0.345118,0.364622,0.997013,0.852098,4197
m4,D1457,0.278061,0.322232,0.996527,0.758079,4197
m4,D1458,0.206723,0.262515,0.994218,0.751476,4197
m4,D1459,0.1664,0.23542,0.99342,0.57951,4197
m4,D146,0.761196,0.698655,0.993983,0.17428,4315
m4,D1460,0.330987,0.354777,0.996851,0.846663,4197
m4,D1461,0.248724,0.282215,0.989734,0.542484,3194
m4,D1462,0.196054,0.246203,0.990105,0.633329,3194
m4,D1463,0.489675,0.474236,0.997333,0.855084,4195
m4,D1464,0.507974,0.487726,0.997505,0.869811,4195
m4,D1465,0.179439,0.226697,0.982462,0.183578,3194
m4,D1466,0.303908,0.321581,0.99464,0.845212,3194
